tenant_id,server_id,conversation_id,client_msg_id,sender_id,sender_name,sender_avatar,channel_id,source,seq,timestamp,conversation_type,message_type,content,status,burn_enabled,burn_after_read_seconds,burn_status,first_read_at,burn_at,burned_at,offline_push_info,extra,extensions,created_at,persisted_at,delivered_at,thread_id
0,a2ae8f85-91ef-4748-9374-bd89ade08bb2,1AJH6C586VGF7KD0TX,263606fe21c10970e570e1ca2aa33c82,01,,,22,1,76,2026-07-04 15:22:27.085+00,1,1,\x0a110a0fe5958ae69292e5a4a7e6b395e5b888,2,f,,1,,,,{},"{""sync"": ""false"", ""sender_id"": ""01"", ""tenant_id"": ""0"", ""channel_id"": ""22"", ""receiver_id"": ""22"", ""content_type"": ""text"", ""message_type"": ""text"", ""business_type"": """", ""conversation_id"": ""\""1AJH6C586VGF7KD0TX\"""", ""request_context"": ""{\""request_id\"":\""\""}"", ""conversation_type"": ""single""}",{},2026-07-04 15:22:27.085+00,,,
0,6b89280b-3b90-4e96-aaec-2e0de152bd5b,1AJH6C586VGF7KD0TX,fa8daa62fc7c7329377b8243a5478d49,22,,,01,1,73,2026-07-04 15:22:23.823+00,1,1,\x0a110a0fe5958ae69292e5a4a7e6b395e5b888,2,f,,1,,,,{},"{""sync"": ""false"", ""sender_id"": ""22"", ""tenant_id"": ""0"", ""channel_id"": ""01"", ""receiver_id"": ""01"", ""content_type"": ""text"", ""message_type"": ""text"", ""business_type"": """", ""conversation_id"": ""\""1AJH6C586VGF7KD0TX\"""", ""request_context"": ""{\""request_id\"":\""\""}"", ""conversation_type"": ""single""}",{},2026-07-04 15:22:23.823+00,,,
0,fed46ae9-351b-44ce-9f65-c4d074991c0c,1AJH6C586VGF7KD0TX,2bbf11eef4b235834295cd1d3ddc92aa,01,,,22,1,70,2026-07-04 15:22:21.499+00,1,1,\x0a110a0fe5958ae69292e5a4a7e6b395e5b888,2,f,,1,,,,{},"{""sync"": ""false"", ""sender_id"": ""01"", ""tenant_id"": ""0"", ""channel_id"": ""22"", ""receiver_id"": ""22"", ""content_type"": ""text"", ""message_type"": ""text"", ""business_type"": """", ""conversation_id"": ""\""1AJH6C586VGF7KD0TX\"""", ""request_context"": ""{\""request_id\"":\""\""}"", ""conversation_type"": ""single""}",{},2026-07-04 15:22:21.499+00,,,
0,85e3368c-840a-4c2f-8c9d-14f51ec50565,1AJH6C586VGF7KD0TX,30ae99a3c44d57b7e2389f11e6ec0d7e,22,,,01,1,67,2026-07-04 15:22:18.721+00,1,1,\x0a110a0fe5958ae69292e5a4a7e6b395e5b888,2,f,,1,,,,{},"{""sync"": ""false"", ""sender_id"": ""22"", ""tenant_id"": ""0"", ""channel_id"": ""01"", ""receiver_id"": ""01"", ""content_type"": ""text"", ""message_type"": ""text"", ""business_type"": """", ""conversation_id"": ""\""1AJH6C586VGF7KD0TX\"""", ""request_context"": ""{\""request_id\"":\""\""}"", ""conversation_type"": ""single""}",{},2026-07-04 15:22:18.721+00,,,
0,d218d077-a461-4cfa-8546-ccfca253b3cd,1AJH6C586VGF7KD0TX,a8557290687ebd4e54c74097b8f3881f,22,,,01,1,64,2026-07-04 15:17:41.422+00,1,1,\x0a0e0a0ce69292e5a4a7e6b395e5b888,2,f,,1,,,,{},"{""sync"": ""false"", ""sender_id"": ""22"", ""tenant_id"": ""0"", ""channel_id"": ""01"", ""receiver_id"": ""01"", ""content_type"": ""text"", ""message_type"": ""text"", ""business_type"": """", ""conversation_id"": ""\""1AJH6C586VGF7KD0TX\"""", ""request_context"": ""{\""request_id\"":\""\""}"", ""conversation_type"": ""single""}",{},2026-07-04 15:17:41.422+00,,,
0,dc26658c-73c8-4238-bcad-c44d877705fe,1AJH6C586VGF7KD0TX,28321eb2509b04dacfdce7ee4607bcb6,22,,,01,1,61,2026-07-04 15:17:37.881+00,1,1,\x0a0e0a0ce698afe79fade58f91e9a392,2,f,,1,,,,{},"{""sync"": ""false"", ""sender_id"": ""22"", ""tenant_id"": ""0"", ""channel_id"": ""01"", ""receiver_id"": ""01"", ""content_type"": ""text"", ""message_type"": ""text"", ""business_type"": """", ""conversation_id"": ""\""1AJH6C586VGF7KD0TX\"""", ""request_context"": ""{\""request_id\"":\""\""}"", ""conversation_type"": ""single""}",{},2026-07-04 15:17:37.881+00,,,
0,9f928623-db76-48a6-b375-c3e720e8d083,1AJH6C586VGF7KD0TX,ae82776b692cb43f79e1276974e26158,01,,,22,1,58,2026-07-04 15:17:34.655+00,1,1,\x0a110a0fe69292e5a4a7e6b395e5b888e79a84,2,f,,1,,,,{},"{""sync"": ""false"", ""sender_id"": ""01"", ""tenant_id"": ""0"", ""channel_id"": ""22"", ""receiver_id"": ""22"", ""content_type"": ""text"", ""message_type"": ""text"", ""business_type"": """", ""conversation_id"": ""\""1AJH6C586VGF7KD0TX\"""", ""request_context"": ""{\""request_id\"":\""\""}"", ""conversation_type"": ""single""}",{},2026-07-04 15:17:34.655+00,,,
0,fd3e2da5-1417-4375-88cd-2d2abf31b80c,1AJH6C586VGF7KD0TX,3c60f54b4a8cf754fd3822ec28c4572c,01,,,22,1,55,2026-07-04 15:17:32.012+00,1,1,\x0a0e0a0ce69292e5a4a7e6b395e5b888,2,f,,1,,,,{},"{""sync"": ""false"", ""sender_id"": ""01"", ""tenant_id"": ""0"", ""channel_id"": ""22"", ""receiver_id"": ""22"", ""content_type"": ""text"", ""message_type"": ""text"", ""business_type"": """", ""conversation_id"": ""\""1AJH6C586VGF7KD0TX\"""", ""request_context"": ""{\""request_id\"":\""\""}"", ""conversation_type"": ""single""}",{},2026-07-04 15:17:32.012+00,,,
0,1eebd1fe-2554-429d-8b48-806fe3e49e48,1AJH6C586VGF7KD0TX,c24ae835acca78216df5f907c74f2777,01,,,22,1,52,2026-07-04 15:17:28.592+00,1,1,\x0a140a12e698afe79fade58f91e9a392e79fade58f91,2,f,,1,,,,{},"{""sync"": ""false"", ""sender_id"": ""01"", ""tenant_id"": ""0"", ""channel_id"": ""22"", ""receiver_id"": ""22"", ""content_type"": ""text"", ""message_type"": ""text"", ""business_type"": """", ""conversation_id"": ""\""1AJH6C586VGF7KD0TX\"""", ""request_context"": ""{\""request_id\"":\""\""}"", ""conversation_type"": ""single""}",{},2026-07-04 15:17:28.592+00,,,
0,b36663c9-d766-448b-a6f1-0555665fad03,1AJH6C586VGF7KD0TX,a395b22f22bb1b9ec9bc64fd06d34575,22,,,01,1,49,2026-07-04 15:17:25.244+00,1,1,\x0a140a12e998bfe696afe9a1bfe58f91e69292e79a84,2,f,,1,,,,{},"{""sync"": ""false"", ""sender_id"": ""22"", ""tenant_id"": ""0"", ""channel_id"": ""01"", ""receiver_id"": ""01"", ""content_type"": ""text"", ""message_type"": ""text"", ""business_type"": """", ""conversation_id"": ""\""1AJH6C586VGF7KD0TX\"""", ""request_context"": ""{\""request_id\"":\""\""}"", ""conversation_type"": ""single""}",{},2026-07-04 15:17:25.244+00,,,
